===== D LLM START 2026-09-20T02:50:20+00:00 =====
2026-09-20 02:54:41,824 | INFO    | __main__ | experiment D/E LLM beida_20260819040000_20260902040000: incidents=568 merged=568
2026-09-20 03:08:52,297 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0129 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,298 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0125 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,298 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0127 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,298 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0126 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,298 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0130 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,300 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0124 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,300 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0123 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,318 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0132 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,322 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0134 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,323 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0140 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,325 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0138 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,326 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0133 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,330 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0137 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,331 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0136 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,342 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0141 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,342 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0143 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,342 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0139 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,342 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0142 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,350 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0144 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,350 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0135 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,351 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0146 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,351 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0145 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,356 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0148 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,361 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0147 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,361 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0150 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,362 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0149 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,378 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0153 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,381 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0151 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,382 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0156 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,394 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0152 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,398 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0159 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,400 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0161 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,403 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0157 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,407 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0155 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,410 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0158 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,415 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0154 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,418 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0164 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,421 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0166 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,425 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0160 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,429 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0162 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,432 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0163 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,434 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0167 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,435 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0170 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,435 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0165 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,440 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0172 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,448 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0168 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,451 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0175 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,454 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0171 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,458 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0169 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,461 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0178 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,461 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0179 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,461 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0176 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,466 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0173 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,466 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0180 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,472 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0183 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,472 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0174 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,472 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0181 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,478 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0177 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,487 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0182 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,496 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0185 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,496 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0186 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,496 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0184 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,507 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0187 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,510 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0189 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,510 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0193 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,510 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0190 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,511 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0191 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,516 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0194 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,516 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0192 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,520 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0188 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,524 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0196 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,534 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0198 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,552 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0197 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,558 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0199 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,563 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0201 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,566 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0205 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,571 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0200 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,573 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0204 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,576 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0202 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,576 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0195 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,576 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0206 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,576 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0207 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,582 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0208 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,598 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0203 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,600 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0214 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,601 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0213 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,601 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0209 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,601 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0210 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,601 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0211 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,612 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0212 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,627 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0215 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,632 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0216 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,635 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0217 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,638 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0219 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,642 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0220 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,644 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0222 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,646 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0225 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,648 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0221 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,652 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0224 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,654 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0218 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,658 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0228 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,661 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0231 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,664 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0229 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,666 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0223 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,667 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0226 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,672 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0230 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,672 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0233 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,673 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0234 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,673 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0227 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,681 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0232 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,687 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0238 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,694 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0235 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,694 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0239 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,697 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0237 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,697 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0240 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,697 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0236 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,698 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0242 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,698 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0241 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,706 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0243 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,717 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0244 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,718 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0246 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,723 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0245 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,723 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0247 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,738 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0250 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,738 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0249 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,738 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0248 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,749 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0252 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,755 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0253 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,757 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0255 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,765 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0251 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,773 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0259 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,773 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0260 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,777 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0256 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,779 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0254 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,779 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0261 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,783 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0257 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,787 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0262 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,787 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0258 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,794 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0263 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,794 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0264 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,803 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0268 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,803 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0267 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,803 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0265 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,803 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0266 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,803 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0269 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,823 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0271 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,824 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0273 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,824 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0272 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,831 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0270 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,839 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0274 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,846 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0275 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,852 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0276 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,852 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0280 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,853 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0279 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,855 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0277 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,855 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0278 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,868 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0284 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,868 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0281 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,871 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0282 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,874 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0287 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,874 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0285 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,874 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0286 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,877 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0288 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,882 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0289 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,897 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0293 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,903 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0283 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:08:52,912 | WARNING | aiops.incident_predictions | incident INC_shanghai_20260819040000_20260902040000_0291 LLM failed: <urlopen error [Errno 111] Connection refused>
